title,label_id,label,text,keywords
Add to Magento admin-side global search,20,magento,add to magento admin side global search,global-0.5605	admin-0.4921
Initialize Spring beans packaged inside a jar file,11,spring,initialize spring beans packaged inside a jar file,packaged-0.5306	jar-0.4374
How do I left join tables in unidirectional many-to-one in Hibernate?,12,hibernate,how do i left join tables in unidirectional many to one in hibernate ,unidirectional-0.5855	left-0.4666
Chop out parts of a square matrix in Matlab,6,matlab,chop out parts of a square matrix in matlab,chop-0.547	square-0.5363
Hooking user registration in Drupal,17,drupal,hooking user registration in drupal,hooking-0.6594	registration-0.5815
Intercept WordPress Admin Dashboard for Alerts,1,wordpress,intercept wordpress admin dashboard for alerts,alerts-0.549	intercept-0.5024
Using Haskell's type system to enforce modularity,19,haskell,using haskell s type system to enforce modularity,modularity-0.6579	enforce-0.5686
Post pages in Wordpress 2.9,1,wordpress,post pages in wordpress ,pages-0.6569	post-0.6125
Auto confirm EULA in bash script,10,bash,auto confirm eula in bash script,eula-0.6208	confirm-0.5365
Hibernate tool to create basic mappings based on a mysql db,12,hibernate,hibernate tool to create basic mappings based on a mysql db,mappings-0.4469	basic-0.4051
Eclipse / Java path problems,6,matlab,eclipse java path problems,eclipse-0.5422	problems-0.521
when spring bean is loaded and if i have a constructor and setters which one will be called first?,11,spring,when spring bean is loaded and if i have a constructor and setters which one will be called first ,setters-0.54	constructor-0.4256
How to configure Apache httpd.conf run with strawberry perl?(perl script run with browser),4,apache,how to configure apache httpd conf run with strawberry perl perl script run with browser ,perl-0.5968	run-0.4187
Finding 99% coverage in Matlab,6,matlab,finding coverage in matlab,coverage-0.7582	finding-0.5602
To find points of intersection between straight lines & our figure in matlab,6,matlab,to find points of intersection between straight lines our figure in matlab,straight-0.4921	intersection-0.4631
how do i hide /magento/ in my site's url?,20,magento,how do i hide magento in my site s url ,hide-0.6123	site-0.5021
Wordpress Add Links,1,wordpress,wordpress add links,links-0.7326	add-0.5236
Wordpress - Harvard Gazette - How did they do X ?,1,wordpress,wordpress harvard gazette how did they do x ,gazette-0.593	harvard-0.593
How can I control the empty cart text in Drupal Ubercart,17,drupal,how can i control the empty cart text in drupal ubercart,ubercart-0.5777	cart-0.516
How to surround a Drupal view with some tags?,17,drupal,how to surround a drupal view with some tags ,surround-0.7212	tags-0.4925
Drupal: How to implement a SECOND admin with fewer rights than the normal and own theme?,17,drupal,drupal how to implement a second admin with fewer rights than the normal and own theme ,fewer-0.4673	rights-0.4205
What should be done to have 'Value' in the enumeration ?,13,scala,what should be done to have value in the enumeration ,enumeration-0.8376	value-0.5463
How to get a pointer value in Haskell?,19,haskell,how to get a pointer value in haskell ,pointer-0.7703	value-0.4979
What is the best view layer for Spring 3 ?,11,spring,what is the best view layer for spring ,layer-0.714	view-0.4511
How to set Wordpress and index.php to WP site,1,wordpress,how to set wordpress and index php to wp site,wp-0.5301	index-0.4539
Spring Autowiring class vs. interface?,11,spring,spring autowiring class vs interface ,autowiring-0.6479	interface-0.4639
Merge 2 views in Drupal - using filters?,17,drupal,merge views in drupal using filters ,filters-0.5969	merge-0.4926
Parser combinator not terminating - how to log what is going on?,13,scala,parser combinator not terminating how to log what is going on ,terminating-0.5327	combinator-0.473
Generating a SWING/Gui from Hibernate,12,hibernate,generating a swing gui from hibernate,swing-0.6177	generating-0.5402
How can I tell how much memory a handle object uses in matlab,6,matlab,how can i tell how much memory a handle object uses in matlab,uses-0.4817	tell-0.4509
Drupal Dynamic Select on a Form,17,drupal,drupal dynamic select on a form,dynamic-0.5735	select-0.5359
"Magento module - overridden a controller, adding templates",20,magento,magento module overridden a controller adding templates,overridden-0.5523	templates-0.4591
Adive on Wordpress or Framework?,1,wordpress,adive on wordpress or framework ,adive-0.8115	framework-0.4835
Haskell - Redefining (hiding) arithmetic operators,19,haskell,haskell redefining hiding arithmetic operators,redefining-0.5441	arithmetic-0.4952
Wordpress 2.9 theme options admin page with image upload,1,wordpress,wordpress theme options admin page with image upload,options-0.437	upload-0.437
Haskell: parsing PDF,19,haskell,haskell parsing pdf,pdf-0.6798	parsing-0.63
"Wordpress: wpdb->insert VERSUS wpdb->prepare(wpdb->query(""INSERT...",1,wordpress,wordpress wpdb insert versus wpdb prepare wpdb query insert ,wpdb-0.8176	insert-0.3837
Apache: multiple ../ in query string = internal server error (error 500),4,apache,apache multiple in query string internal server error error ,error-0.5776	internal-0.4696
How can I redirect one wordpress install to another (both in subdirectories on the same domain)?,1,wordpress,how can i redirect one wordpress install to another both in subdirectories on the same domain ,subdirectories-0.5784	domain-0.4572
"Bash, argument list segment",10,bash,bash argument list segment,segment-0.6927	argument-0.534
Best Practice creating Forms in Wordpress,1,wordpress,best practice creating forms in wordpress,practice-0.54	forms-0.5299
CSS Layout not working in IE7 (all other browsers are fine),17,drupal,css layout not working in ie all other browsers are fine ,fine-0.5362	browsers-0.4869
Is there a spring lazy proxy factory in Spring?,11,spring,is there a spring lazy proxy factory in spring ,factory-0.5472	spring-0.5381
How to do transform a tree using Scrap Your Boilerplate?,19,haskell,how to do transform a tree using scrap your boilerplate ,scrap-0.547	boilerplate-0.531
Using wp_query to pull content from a specific post using either title or id,1,wordpress,using wp_query to pull content from a specific post using either title or id,wp_query-0.4596	pull-0.4124
How does Scala XML support work?,13,scala,how does scala xml support work ,support-0.5801	work-0.4535
Implementing CTCP commands in an IRC bot (Haskell),19,haskell,implementing ctcp commands in an irc bot haskell ,bot-0.4876	ctcp-0.4876
Matlab: identifying uniques in a cell array,6,matlab,matlab identifying uniques in a cell array,identifying-0.5836	uniques-0.5836
Hibernate session not getting created.,12,hibernate,hibernate session not getting created ,created-0.5937	session-0.541
How to set up Drupal default front page (view) to open in other language than default,17,drupal,how to set up drupal default front page view to open in other language than default,default-0.6549	language-0.3822
How to let putty change its cursor shape accordingly?,10,bash,how to let putty change its cursor shape accordingly ,accordingly-0.4932	putty-0.4737
Matlab - having trouble with subarray,6,matlab,matlab having trouble with subarray,subarray-0.6408	trouble-0.5201
"In Haskell, how can you sort a list of infinite lists of strings?",19,haskell,in haskell how can you sort a list of infinite lists of strings ,infinite-0.5147	strings-0.4426
"wordpress, category redirect using cookies.",1,wordpress,wordpress category redirect using cookies ,cookies-0.6298	category-0.4614
LAMP tutorial. Request->response loop from the ground up.,1,wordpress,lamp tutorial request response loop from the ground up ,ground-0.5315	lamp-0.4532
"Haskell newbie question: What is ""lifting""?",19,haskell,haskell newbie question what is lifting ,lifting-0.6797	newbie-0.5385
"Scala: ""using"" keyword",13,scala,scala using keyword,keyword-0.8108	scala-0.4328
"Drupal, Views, Exposed filter, make tags unselectable",17,drupal,drupal views exposed filter make tags unselectable,unselectable-0.5504	exposed-0.4383
How to use a cross validation test with Matlab?,6,matlab,how to use a cross validation test with matlab ,validation-0.5327	cross-0.5278
Structure/class in matlab?,6,matlab,structure class in matlab ,structure-0.7003	class-0.57
htacces: How to stop strings appending  to URL Rewrite,4,apache,htacces how to stop strings appending to url rewrite,htacces-0.5466	appending-0.4724
Apache Mod_Rewrite query string to standard url,4,apache,apache mod_rewrite query string to standard url,standard-0.5179	mod_rewrite-0.4434
Bash variable expansion,10,bash,bash variable expansion,expansion-0.7677	variable-0.5144
Matlab matrix replacement assignment gives error,6,matlab,matlab matrix replacement assignment gives error,replacement-0.501	assignment-0.4827
Wordpress - how to show just posts on main index,1,wordpress,wordpress how to show just posts on main index,main-0.5192	just-0.5079
Negate Unsigned Number in Bash,10,bash,negate unsigned number in bash,negate-0.6474	unsigned-0.6034
Drupal: set id attribute in multi-step form,17,drupal,drupal set id attribute in multi step form,step-0.4888	multi-0.4254
Is it possible for bash commands to continue before the result of the previous command?,10,bash,is it possible for bash commands to continue before the result of the previous command ,continue-0.4905	previous-0.4377
Wordpress: Insert shortcodes inside attributes of other shortcodes,1,wordpress,wordpress insert shortcodes inside attributes of other shortcodes,shortcodes-0.8582	attributes-0.2992
Having an issue with org.hibernate.SessionException: Session is closed! in Hibernate,12,hibernate,having an issue with org hibernate sessionexception session is closed in hibernate,sessionexception-0.494	hibernate-0.3947
How can use the currently displayed node to filter a block-level view on that node's page?,17,drupal,how can use the currently displayed node to filter a block level view on that node s page ,node-0.5616	currently-0.3726
Effective Entity Update In Hibernate ?,12,hibernate,effective entity update in hibernate ,effective-0.6939	entity-0.4947
Wordpress FORCE UPDATE of permalink settings,1,wordpress,wordpress force update of permalink settings,permalink-0.5882	settings-0.4806
client side spring,11,spring,client side spring,client-0.839	spring-0.5441
Using a filename with spaces with scp and chmod in bash,10,bash,using a filename with spaces with scp and chmod in bash,chmod-0.5385	scp-0.5104
Drupal: how to upgrade a running production website to a dev version?,17,drupal,drupal how to upgrade a running production website to a dev version ,production-0.4435	dev-0.4383
Spring MVC Date and CustomDateEditor problem on simple text Field.,11,spring,spring mvc date and customdateeditor problem on simple text field ,customdateeditor-0.5679	mvc-0.3514
Problem in migrating to LAMP from XAMPP.. Memory limit error,4,apache,problem in migrating to lamp from xampp memory limit error,lamp-0.4616	xampp-0.4616
custom filter is not woring - Magento,20,magento,custom filter is not woring magento,woring-0.7491	filter-0.4636
drupal function theming for custom menu,17,drupal,drupal function theming for custom menu,theming-0.6239	menu-0.4655
Drupal: Can I avoid forwarding after content is created / saved ?,17,drupal,drupal can i avoid forwarding after content is created saved ,forwarding-0.5526	saved-0.4619
Hibernate/Spring: Persisting collections,11,spring,hibernate spring persisting collections,persisting-0.6848	collections-0.5656
Best way to force Spring shutdown from a bean?,11,spring,best way to force spring shutdown from a bean ,shutdown-0.5836	force-0.4542
Execute method on startup in spring,11,spring,execute method on startup in spring,startup-0.6198	execute-0.5495
Bash or PHP script to execute stocked procedure on SQL server,10,bash,bash or php script to execute stocked procedure on sql server,stocked-0.5674	execute-0.3897
Calculate difference of numbers in two files,10,bash,calculate difference of numbers in two files,calculate-0.6169	numbers-0.5134
Passing JDBC url from Maven to hibernate.cfg.xml,12,hibernate,passing jdbc url from maven to hibernate cfg xml,cfg-0.5254	maven-0.4265
What does <tx:annotation-driven/> in Spring really do in the code level ?,11,spring,what does tx annotation driven in spring really do in the code level ,tx-0.5153	driven-0.4341
Processing a log to fix a malformed IP address ?.?.?.x,10,bash,processing a log to fix a malformed ip address x,malformed-0.5365	ip-0.4059
Hibernate - how to map an EnumSet,12,hibernate,hibernate how to map an enumset,enumset-0.8067	map-0.4953
Manual alternative to mod_deflate,4,apache,manual alternative to mod_deflate,mod_deflate-0.6096	manual-0.5894
Spring WS & Validator interceptor,11,spring,spring ws validator interceptor,ws-0.5882	interceptor-0.5528
Streaming Video In Scala Designer 5,13,scala,streaming video in scala designer ,streaming-0.5899	video-0.556
"Drupal: last core version update. Risky, if I don't update it ?",17,drupal,drupal last core version update risky if i don t update it ,update-0.594	risky-0.496
Parsec: backtracking not working,19,haskell,parsec backtracking not working,backtracking-0.7015	parsec-0.5864
Understanding Haskell's fibonacci,19,haskell,understanding haskell s fibonacci,fibonacci-0.7295	understanding-0.5943
How can I interrupt Matlab when it gets really really busy?,6,matlab,how can i interrupt matlab when it gets really really busy ,really-0.668	interrupt-0.4604
Add custom message in Drupal,17,drupal,add custom message in drupal,message-0.6428	add-0.4667
"Create a ""Products Listing"" page that embeds a context-aware View of specific type of products",17,drupal,create a products listing page that embeds a context aware view of specific type of products,products-0.5246	embeds-0.4175
Haskell simple compilation bug,19,haskell,haskell simple compilation bug,compilation-0.6197	bug-0.5628
Removing title from wp_list_cats(),1,wordpress,removing title from wp_list_cats ,wp_list_cats-0.7097	title-0.4998
How to use a pipe in a foreach statement,10,bash,how to use a pipe in a foreach statement,foreach-0.5817	pipe-0.5665
Facebook module for Drupal 6,17,drupal,facebook module for drupal ,facebook-0.7653	module-0.5299
Wordpress auto excerpts from post content?,1,wordpress,wordpress auto excerpts from post content ,excerpts-0.6599	auto-0.4424
Can I have nodereferences with thumbnails in Drupal?,17,drupal,can i have nodereferences with thumbnails in drupal ,nodereferences-0.7139	thumbnails-0.6371
Publishing a node to a specific page ?,17,drupal,publishing a node to a specific page ,publishing-0.6048	node-0.4934
How can I make unlimited page widgets for wordpress?,1,wordpress,how can i make unlimited page widgets for wordpress ,unlimited-0.6756	widgets-0.4901
validating .htaccess before deployment,4,apache,validating htaccess before deployment,validating-0.6827	deployment-0.5597
Loading multiple images in Matlab,6,matlab,loading multiple images in matlab,images-0.584	loading-0.5665
Getting my webapp to be database agnostic with Hibernate...,12,hibernate,getting my webapp to be database agnostic with hibernate ,agnostic-0.6306	webapp-0.5271
drupal teaser starting position,17,drupal,drupal teaser starting position,teaser-0.6164	position-0.5278
cd option in bash script,10,bash,cd option in bash script,cd-0.6716	option-0.5231
Haskell: scary type signature,19,haskell,haskell scary type signature,scary-0.6975	signature-0.5554
Embedding search results (or tagged products) in a Magento CMS page,20,magento,embedding search results or tagged products in a magento cms page,tagged-0.5015	embedding-0.4399
"Open form for node/add with taxonomy terms set, no user changes wanted.",17,drupal,open form for node add with taxonomy terms set no user changes wanted ,wanted-0.4533	terms-0.3767
page redirection in wordpress,1,wordpress,page redirection in wordpress,redirection-0.7915	page-0.4691
Call to drupal_render() returns NULL,17,drupal,call to drupal_render returns null,drupal_render-0.6877	returns-0.5284
Help Wordpress contact form 7 issue with input widths on radio buttons?,1,wordpress,help wordpress contact form issue with input widths on radio buttons ,widths-0.4664	radio-0.4162
a sufficant way to show logs in a graphical interface using whiptail bash,10,bash,a sufficant way to show logs in a graphical interface using whiptail bash,sufficant-0.4715	graphical-0.4528
Wordpress Multiple Developer Setup,1,wordpress,wordpress multiple developer setup,developer-0.6253	setup-0.5714
"Bash+cron: Redirecting, and restoring, stdout and stderr produces permission denied",10,bash,bash cron redirecting and restoring stdout and stderr produces permission denied,restoring-0.4094	produces-0.3881
Wordpress : always display comments with articles,1,wordpress,wordpress always display comments with articles,articles-0.6377	comments-0.56
How to include the post-count of a category to link-item when listing categories?,1,wordpress,how to include the post count of a category to link item when listing categories ,listing-0.4066	categories-0.3788
Using Hibernate Validator with JPA and Spring,12,hibernate,using hibernate validator with jpa and spring,validator-0.6301	jpa-0.5445
Apache Rewrite: directory tree to subdomain directory,4,apache,apache rewrite directory tree to subdomain directory,directory-0.6596	subdomain-0.4525
Drupal: Sharing content across Multisite,17,drupal,drupal sharing content across multisite,multisite-0.6565	sharing-0.5629
Hibernate - Avoiding unnecessary join when using foreign key in where close,12,hibernate,hibernate avoiding unnecessary join when using foreign key in where close,unnecessary-0.4721	avoiding-0.4152
Bash PS1 settings - how to get the current folder back as the terminal title,10,bash,bash ps settings how to get the current folder back as the terminal title,ps-0.5257	settings-0.3925
Hibernate best approach for one Java class and multiple tables?,12,hibernate,hibernate best approach for one java class and multiple tables ,approach-0.5323	tables-0.4259
How to create a compiler Action for SBT,13,scala,how to create a compiler action for sbt,sbt-0.6096	compiler-0.5153
request scoped beans in spring testing,11,spring,request scoped beans in spring testing,scoped-0.5865	beans-0.473
Can extractors be customized with parameters in the body of a case statement (or anywhere else that an extractor would be used)?,13,scala,can extractors be customized with parameters in the body of a case statement or anywhere else that an extractor would be used ,extractor-0.4502	extractors-0.4323
Composing actors,13,scala,composing actors,composing-0.7915	actors-0.6111
Wordpress permalinks problem,1,wordpress,wordpress permalinks problem,permalinks-0.7904	problem-0.4712
bash: redirect (and append) stdout and stderr to file and terminal,10,bash,bash redirect and append stdout and stderr to file and terminal,append-0.4537	stderr-0.4537
A Maven2 mojo that uses Hibernate: how to control logging?,12,hibernate,a maven mojo that uses hibernate how to control logging ,mojo-0.5682	maven-0.4299
Escaping 'echo' in batch files,10,bash,escaping echo in batch files,escaping-0.5934	echo-0.5427
Haskell ByteString / Data.Binary.Get question,19,haskell,haskell bytestring data binary get question,bytestring-0.62	binary-0.4886
Hibernate Subclass which has multiple discriminator values,12,hibernate,hibernate subclass which has multiple discriminator values,discriminator-0.6658	subclass-0.4914
Thumbnail wordpress plugin,1,wordpress,thumbnail wordpress plugin,thumbnail-0.7707	plugin-0.5291
Apache setting mod_auth_ldap require settings per sub-directory,4,apache,apache setting mod_auth_ldap require settings per sub directory,mod_auth_ldap-0.5382	require-0.4195
Can I ignore invalid XML character using Scala's builtin xml handlers?,13,scala,can i ignore invalid xml character using scala s builtin xml handlers ,xml-0.4874	handlers-0.4322
Issues with 404 pages when inserting posts and changing permalink to /%postname%/,1,wordpress,issues with pages when inserting posts and changing permalink to postname ,postname-0.4866	permalink-0.4445
how do I preserve newlines in a quoted string in bash ?,10,bash,how do i preserve newlines in a quoted string in bash ,quoted-0.5394	newlines-0.5243
Bash shell function error : command not found,10,bash,bash shell function error command not found,shell-0.5428	command-0.4699
Why do my Wordpress comments have the wrong date?,1,wordpress,why do my wordpress comments have the wrong date ,comments-0.59	wrong-0.5571
Viewing Magento model data changes on before/after save event?,20,magento,viewing magento model data changes on before after save event ,viewing-0.4933	model-0.4063
Wordpress: How do I get the current name of my page,1,wordpress,wordpress how do i get the current name of my page,current-0.7102	page-0.5403
How to match string/dir in a path using bash scripting,10,bash,how to match string dir in a path using bash scripting,dir-0.5126	scripting-0.4395
magento getCollection() can we put where condition?,20,magento,magento getcollection can we put where condition ,getcollection-0.7589	condition-0.5742
Monitor Spring java application,11,spring,monitor spring java application,monitor-0.7011	java-0.4633
bash: $[<arithmetic-expression>] vs. $((<arithmetic-expression>)),10,bash,bash arithmetic expression vs arithmetic expression ,arithmetic-0.7815	expression-0.5549
Impose access limits from Apache to prevent scraping ?,4,apache,impose access limits from apache to prevent scraping ,impose-0.5238	scraping-0.503
Apply Transaction Management Spring,11,spring,apply transaction management spring,apply-0.5668	management-0.548
Rename several files in the BASH.,10,bash,rename several files in the bash ,rename-0.7754	files-0.467
How can implicits with multiple inputs be used in Scala?,13,scala,how can implicits with multiple inputs be used in scala ,implicits-0.5921	inputs-0.5547
"How to password protect files (images, video, zip) dynamically from public and allow access to members only?",4,apache,how to password protect files images video zip dynamically from public and allow access to members only ,members-0.3668	zip-0.3435
Passing variable through ssh doesnt work,10,bash,passing variable through ssh doesnt work,doesnt-0.5546	ssh-0.4758
Spring context XML validator for eclipse?,11,spring,spring context xml validator for eclipse ,validator-0.5636	eclipse-0.4834
Exemplary open-source Spring projects,11,spring,exemplary open source spring projects,exemplary-0.643	projects-0.4337
How to document object-oriented MATLAB code?,6,matlab,how to document object oriented matlab code ,oriented-0.6443	document-0.4537
How to generate a unit vector pointing in a random direction with isotropic distribution of direction?,6,matlab,how to generate a unit vector pointing in a random direction with isotropic distribution of direction ,direction-0.6478	isotropic-0.3558
Neural network in Matlab,6,matlab,neural network in matlab,neural-0.7439	network-0.5741
Representing multiple ordering through Spring @RequestParam,11,spring,representing multiple ordering through spring requestparam,requestparam-0.5878	representing-0.5645
Firing a Drupal Rule (or any PHP logic) based on a threshold,17,drupal,firing a drupal rule or any php logic based on a threshold,threshold-0.495	firing-0.4473
Using a Hibernate MapKey that's not unique within a table,12,hibernate,using a hibernate mapkey that s not unique within a table,mapkey-0.6789	unique-0.4978
Magento user created attribute for products is not saved...,20,magento,magento user created attribute for products is not saved ,saved-0.5242	created-0.4434
Spring web application: executing common code before entering RequestMapping in controller,11,spring,spring web application executing common code before entering requestmapping in controller,entering-0.4564	requestmapping-0.4457
Best Flex Framework with Spring,11,spring,best flex framework with spring,flex-0.6939	framework-0.4908
Drupal permissions not showing for custom content type,17,drupal,drupal permissions not showing for custom content type,permissions-0.5063	showing-0.4958
Excluding one category in Wordpress,1,wordpress,excluding one category in wordpress,excluding-0.7571	category-0.5429
Can you turn a Haskell list into a series of do instructions?,19,haskell,can you turn a haskell list into a series of do instructions ,instructions-0.625	series-0.4905
How can I create a temp file with a specific extension in bash?,10,bash,how can i create a temp file with a specific extension in bash ,temp-0.5965	extension-0.4646
Using WebServiceTemplate with a keystore,11,spring,using webservicetemplate with a keystore,keystore-0.6833	webservicetemplate-0.6833
bash: filter away consecutive lines from text file,10,bash,bash filter away consecutive lines from text file,consecutive-0.518	away-0.4852
Apache log analyzer which outputs user flows,4,apache,apache log analyzer which outputs user flows,analyzer-0.5173	flows-0.5173
Is there a tool for managing redundant pages across a website?,1,wordpress,is there a tool for managing redundant pages across a website ,redundant-0.5745	managing-0.4886
How is Magento when it comes to adding custom functionality?,20,magento,how is magento when it comes to adding custom functionality ,comes-0.6347	functionality-0.4961
how do i get jQuery .post to work with wordpress/php?,1,wordpress,how do i get jquery post to work with wordpress php ,jquery-0.4964	post-0.4771
Who are using all the memory on my production server(apache + mysql + rails) ?,4,apache,who are using all the memory on my production server apache mysql rails ,production-0.4868	rails-0.4588
"Drupal: Template Files, Modules and Content Types for Advanced Theme",17,drupal,drupal template files modules and content types for advanced theme,advanced-0.4574	modules-0.4181
How to interpret scaladoc?,13,scala,how to interpret scaladoc ,scaladoc-0.7433	interpret-0.669
Drupal: Getting user name on user account page without breaking performance,17,drupal,drupal getting user name on user account page without breaking performance,user-0.5583	breaking-0.4504
EntityManager injection with JPA,11,spring,entitymanager injection with jpa,entitymanager-0.6285	injection-0.5757
Creating a cylinder with axis centered differently,6,matlab,creating a cylinder with axis centered differently,cylinder-0.5431	centered-0.4944
Hibernate database connection configuration,12,hibernate,hibernate database connection configuration,configuration-0.5706	connection-0.5642
WP: redirect users to a certain category using cookies,1,wordpress,wp redirect users to a certain category using cookies,cookies-0.4791	wp-0.4351
Using a dictionary file with sed,10,bash,using a dictionary file with sed,dictionary-0.6554	sed-0.6082
Drupal node form customization,17,drupal,drupal node form customization,customization-0.7079	node-0.4704
Best practice to return a result Flag after saveOrUpdate in hibernate ?,12,hibernate,best practice to return a result flag after saveorupdate in hibernate ,saveorupdate-0.5134	flag-0.4492
Magento images not showing on front end,20,magento,magento images not showing on front end,showing-0.5587	end-0.5512
MATLAB for kids?,6,matlab,matlab for kids ,kids-0.9252	matlab-0.3796
Hibernate: Parent/Child relationship in a single-table,12,hibernate,hibernate parent child relationship in a single table,relationship-0.4872	child-0.4508
Range checking in Haskell's case?,19,haskell,range checking in haskell s case ,checking-0.5897	case-0.5189
how covert post into othe language in wordpress?,1,wordpress,how covert post into othe language in wordpress ,othe-0.5917	covert-0.5682
"In Scala, can I override a concrete field containing a list and append something to it in the subclass?",13,scala,in scala can i override a concrete field containing a list and append something to it in the subclass ,concrete-0.4513	append-0.4066
Which one is faster and why?,19,haskell,which one is faster and why ,faster-1.0	____-0.0
Does anyone have experience with clusters running on ClusterVisionOS?,10,bash,does anyone have experience with clusters running on clustervisionos ,clusters-0.5563	clustervisionos-0.5563
StateT and WX gui coexistance,19,haskell,statet and wx gui coexistance,statet-0.5568	coexistance-0.5347
Using Haskell's Parsec to parse binary files?,19,haskell,using haskell s parsec to parse binary files ,parsec-0.5493	parse-0.4819
Matlab: Filling a matrix with each column being the same,6,matlab,matlab filling a matrix with each column being the same,filling-0.6734	matrix-0.4986
Creating Drupal taxonomy terms from code?,17,drupal,creating drupal taxonomy terms from code ,terms-0.5671	taxonomy-0.5334
How do I get only the selected products from an order object?,20,magento,how do i get only the selected products from an order object ,selected-0.5784	products-0.5069
Magento: Fixed shipping cost BELOW certain basket price.,20,magento,magento fixed shipping cost below certain basket price ,basket-0.4809	fixed-0.4172
"Cannot see my drupal page, when set with online server.",17,drupal,cannot see my drupal page when set with online server ,online-0.6249	set-0.4239
Floating Point Comparison in Shell Script,10,bash,floating point comparison in shell script,floating-0.5481	comparison-0.5013
How to access sprinr context in jUnit tests annonted with @RunWith and @ContextConfiguration?,11,spring,how to access sprinr context in junit tests annonted with runwith and contextconfiguration ,annonted-0.4124	runwith-0.4124
matlab:comparing all elements in three arrays,6,matlab,matlab comparing all elements in three arrays,comparing-0.5876	arrays-0.5539
Slow Scala assert,13,scala,slow scala assert,assert-0.7553	slow-0.5632
spring binding formmultiselect,11,spring,spring binding formmultiselect,formmultiselect-0.7745	binding-0.5473
How to get real Integer Overflows in Matlab/Octave,6,matlab,how to get real integer overflows in matlab octave,overflows-0.5739	octave-0.5122
Spring 3 simple extentionless url mappings with annotation-based mapping - impossible?,11,spring,spring simple extentionless url mappings with annotation based mapping impossible ,extentionless-0.4755	impossible-0.4328
How to rewrite Collection?,20,magento,how to rewrite collection ,rewrite-0.7097	collection-0.7045
Why use Hibernate/nHibernate?,12,hibernate,why use hibernate nhibernate ,nhibernate-0.7812	use-0.4647
"Saving ""heavy"" image to PDF in MATLAB - rendering problem",6,matlab,saving heavy image to pdf in matlab rendering problem,heavy-0.4909	rendering-0.4334
Project Euler 7 Scala Problem,13,scala,project euler scala problem,euler-0.734	project-0.4427
WordPress development?,1,wordpress,wordpress development ,development-0.8238	wordpress-0.5669
Wordpress excerpt - image and text,1,wordpress,wordpress excerpt image and text,excerpt-0.731	image-0.4349
Can I turn off an Apache Directive then turn it on in an include?,4,apache,can i turn off an apache directive then turn it on in an include ,turn-0.7915	directive-0.434
Customizing Drupal user account form,17,drupal,customizing drupal user account form,customizing-0.5741	account-0.5362
lists searches in SYB or uniplate haskell,19,haskell,lists searches in syb or uniplate haskell,uniplate-0.5504	syb-0.5286
Turn off error messages in a bash script,10,bash,turn off error messages in a bash script,turn-0.5607	messages-0.5534
Formatting with echo command,10,bash,formatting with echo command,echo-0.6626	formatting-0.5966
Is there a way to combine streaming data retrieval with hibernate?,12,hibernate,is there a way to combine streaming data retrieval with hibernate ,retrieval-0.5594	streaming-0.5019
How can I *prevent* Apache2 from setting the Content-Type header?,4,apache,how can i prevent apache from setting the content type header ,header-0.4805	prevent-0.4751
delete empty cell matlab,6,matlab,delete empty cell matlab,delete-0.6499	cell-0.631
Newlines and Spring's SimpleUrlHandlerMapping,11,spring,newlines and spring s simpleurlhandlermapping,simpleurlhandlermapping-0.7019	newlines-0.6421
drupal - add select/option list to a form,17,drupal,drupal add select option list to a form,option-0.5046	select-0.4507
How do you pass in a value to a subfunction in Matlab I am getting output errors?,6,matlab,how do you pass in a value to a subfunction in matlab i am getting output errors ,subfunction-0.5608	pass-0.3987
How to convert a scala.List to a java.util.List?,13,scala,how to convert a scala list to a java util list ,list-0.5966	util-0.5485
How do you make a 2-d array in Matlab?,6,matlab,how do you make a d array in matlab ,array-0.6521	make-0.5936
Using a custom URL parameter in Wordpress (with permalinks)?,1,wordpress,using a custom url parameter in wordpress with permalinks ,permalinks-0.5869	parameter-0.4694
How to specify connection release modes in Hibernate?,12,hibernate,how to specify connection release modes in hibernate ,modes-0.6175	specify-0.4558
Drupal incorrectly espaces tags in javascript,17,drupal,drupal incorrectly espaces tags in javascript,espaces-0.6018	incorrectly-0.5279
Configuring mod_rewrite and mod_jk for Apache 2.2 and JBoss 4.2.3,4,apache,configuring mod_rewrite and mod_jk for apache and jboss ,mod_jk-0.5379	configuring-0.5083
Import files directly to SVN repo without checking out first,10,bash,import files directly to svn repo without checking out first,repo-0.4917	directly-0.4846
SSL and mod_rewrite error,4,apache,ssl and mod_rewrite error,ssl-0.6947	mod_rewrite-0.5681
null pointer exception at org.hibernate.tuple.AbstractEntityTuplizer.createProxy,12,hibernate,null pointer exception at org hibernate tuple abstractentitytuplizer createproxy,abstractentitytuplizer-0.4547	createproxy-0.4547
redirect stdout and stderr to a single file with prefixes,10,bash,redirect stdout and stderr to a single file with prefixes,prefixes-0.5289	stderr-0.4593
Need help understanding a bash command,10,bash,need help understanding a bash command,understanding-0.5701	need-0.4528
Wordpress get_the_ID() returns nothing but get_the_title() returns title?,1,wordpress,wordpress get_the_id returns nothing but get_the_title returns title ,returns-0.6511	get_the_id-0.4654
"How to inject dependencies into HttpSessionListener, using Spring?",11,spring,how to inject dependencies into httpsessionlistener using spring ,httpsessionlistener-0.6279	inject-0.5001
Wordpress plugin to track logged users activity,1,wordpress,wordpress plugin to track logged users activity,activity-0.5047	logged-0.4698
Generic object load function for scala,13,scala,generic object load function for scala,generic-0.5587	load-0.4921
